0.1667,0.0904,-0.0139,-0.0197,-0.0609,-0.0420,0.0229,0.1966,0.3906,0.2842,0.2077,0.2247,0.1748,0.1844,0.3228,0.8321,0.9941,1.1492,1.1530,1.0937,-0.4242,-0.4296,-0.3878,-0.3630,-0.4328,-0.4295,-0.4676,-0.4209,-0.4196,-0.3621,-0.2406,-0.1450,0.2942,0.1864,0.0952,0.0993,0.0639,0.0624,0.1299,0.7609,0.8902,1.0576,1.0544,0.9923,-0.4394,-0.3960,-0.3411,-0.2414
0.0157,0.0023,0.0016,0.0133,0.0254,0.0583,0.0874,0.1057,0.0382,0.0748,0.0839,0.0966,0.1028,0.0756,0.0226,0.2845,0.2378,0.1977,0.1853,0.1946,-0.1882,-0.1261,-0.0708,-0.0554,-0.0607,-0.1058,-0.1195,-0.1074,-0.0943,-0.0533,-0.0177,0.0141,-0.0498,-0.0092,0.0330,0.0686,0.0541,0.0249,-0.0019,0.3023,0.2677,0.2179,0.2025,0.1987,-0.1843,-0.1479,-0.0988,-0.0629
-0.0366,-0.0433,-0.0444,-0.0354,-0.0057,0.0109,0.0628,0.0956,0.0395,0.0637,0.0885,0.1159,0.1065,0.0922,0.0532,0.3393,0.2947,0.2585,0.2556,0.2531,-0.1725,-0.1345,-0.1008,-0.0738,-0.0947,-0.1102,-0.1248,-0.1086,-0.0775,-0.0503,-0.0246,0.0090,-0.0213,0.0071,0.0403,0.0757,0.0561,0.0289,0.0025,0.3240,0.2837,0.2534,0.2413,0.2535,-0.1630,-0.1243,-0.0600,-0.0832
0.0256,-0.0074,-0.0227,0.0058,0.0299,0.0667,0.1104,0.1365,0.0419,0.0941,0.1201,0.1504,0.1397,0.1093,0.0324,0.3502,0.2859,0.2408,0.2256,0.2333,-0.1784,-0.1336,-0.0943,-0.0417,-0.0456,-0.0678,-0.0773,-0.0870,-0.0698,-0.0474,-0.0060,0.0433,-0.0108,0.0257,0.0512,0.0770,0.0579,0.0184,0.0071,0.3336,0.2732,0.2264,0.2342,0.2527,-0.1263,-0.0973,-0.0429,-0.0338
0.1357,0.1076,0.0680,0.0451,0.0383,0.0383,0.0649,0.1477,0.3383,0.2824,0.2519,0.2693,0.2451,0.2149,0.2538,1.0127,1.0726,1.1262,1.1283,1.1088,-0.3775,-0.3841,-0.3527,-0.3132,-0.3380,-0.2823,-0.2714,-0.2306,-0.2217,-0.2138,-0.1205,-0.0838,0.3052,0.2364,0.1959,0.2083,0.1894,0.1628,0.1838,1.1364,1.2119,1.2736,1.2706,1.2270,-0.2919,-0.2916,-0.2581,-0.2318
0.0813,0.0573,0.0475,0.0327,0.0388,0.0726,0.1371,0.1729,0.2650,0.2221,0.2125,0.2424,0.2072,0.1923,0.1858,0.5975,0.6508,0.6685,0.6904,0.6662,-0.1527,-0.1270,-0.0799,-0.0372,-0.0896,-0.0904,-0.0461,-0.0303,-0.0358,0.0243,0.0408,0.0776,0.2165,0.2049,0.2091,0.2084,0.1871,0.1594,0.1338,0.5654,0.5881,0.6288,0.6422,0.6618,-0.0535,-0.0134,0.0053,-0.0435
0.0840,0.0720,0.0519,0.0479,0.0371,0.0292,0.0437,0.1002,0.1557,0.1594,0.1588,0.1538,0.1444,0.1257,0.1430,0.5574,0.5662,0.5921,0.5788,0.5756,-0.2575,-0.2129,-0.1666,-0.1116,-0.1823,-0.2115,-0.2158,-0.2118,-0.1968,-0.2041,-0.1527,-0.0878,0.0814,0.0691,0.0573,0.0711,0.0640,0.0490,0.0614,0.5019,0.5365,0.5592,0.5673,0.5413,-0.2155,-0.1945,-0.1549,-0.1401
0.1229,0.0748,0.0429,0.0303,0.0251,0.0385,0.0850,0.1360,0.2075,0.1987,0.1975,0.2131,0.2089,0.1852,0.1863,0.5929,0.6125,0.6520,0.6520,0.6027,-0.2412,-0.2144,-0.1614,-0.1059,-0.1477,-0.1923,-0.1974,-0.1984,-0.2007,-0.1896,-0.1554,-0.1065,0.0987,0.0852,0.0733,0.0994,0.0650,0.0404,0.0283,0.5233,0.5531,0.6031,0.5936,0.5805,-0.2063,-0.1475,-0.0963,-0.1256
0.0346,0.0411,0.0386,0.0385,0.0444,0.0463,0.0521,0.1215,0.1463,0.1271,0.1160,0.1209,0.1108,0.1211,0.1359,0.5803,0.6051,0.6159,0.6173,0.6269,-0.2590,-0.1824,-0.1430,-0.1067,-0.0879,-0.0903,-0.1243,-0.1176,-0.0867,-0.0618,0.0000,0.0536,0.2258,0.2148,0.2113,0.2091,0.2185,0.2252,0.2398,0.6887,0.6896,0.6941,0.6763,0.6514,-0.2004,-0.1859,-0.1305,-0.1054
0.1415,0.1054,0.0713,0.0648,0.0957,0.1222,0.1611,0.2087,0.2783,0.2325,0.1952,0.2131,0.2039,0.2024,0.2359,0.5774,0.6376,0.7187,0.6876,0.6538,-0.2674,-0.2261,-0.1644,-0.1008,-0.1600,-0.1504,-0.1571,-0.1729,-0.1737,-0.1318,-0.0699,-0.0612,0.1287,0.1050,0.0647,0.0714,0.0525,0.0362,0.0641,0.5156,0.5744,0.6369,0.6155,0.6017,-0.2340,-0.2054,-0.1903,-0.1480
0.0153,0.0040,0.0165,0.0240,0.0289,0.0386,0.0611,0.0803,0.0350,0.0797,0.1091,0.1265,0.1159,0.0847,0.0328,0.3268,0.2809,0.2279,0.2389,0.2537,-0.1142,-0.0789,-0.0530,-0.0407,-0.0514,-0.0790,-0.0918,-0.0729,-0.0529,-0.0372,-0.0169,0.0327,-0.0103,0.0237,0.0683,0.0938,0.0715,0.0490,0.0152,0.3157,0.2631,0.2188,0.2315,0.2389,-0.1099,-0.0708,-0.0312,-0.0478
0.0957,0.0977,0.0834,0.0736,0.0637,0.0682,0.0951,0.1646,0.2320,0.2102,0.1883,0.1778,0.1735,0.1785,0.2225,0.5694,0.5974,0.6354,0.6311,0.6153,-0.2695,-0.2360,-0.1903,-0.1640,-0.2030,-0.2196,-0.2150,-0.1889,-0.1639,-0.1439,-0.0984,-0.0696,0.0887,0.0541,0.0138,0.0020,0.0055,0.0114,0.0397,0.4561,0.4981,0.5397,0.5296,0.5048,-0.3025,-0.2394,-0.1911,-0.1785
0.0519,-0.0029,-0.0185,-0.0166,0.0001,0.0380,0.0952,0.1215,0.0461,0.0741,0.0991,0.1370,0.1032,0.0621,0.0200,0.2844,0.2601,0.2527,0.2403,0.2334,-0.1943,-0.1457,-0.0844,-0.0232,-0.0496,-0.0875,-0.0978,-0.0996,-0.0905,-0.0671,-0.0206,0.0355,-0.0030,0.0388,0.0678,0.1137,0.0818,0.0377,0.0105,0.2953,0.2636,0.2465,0.2425,0.2436,-0.1514,-0.0916,-0.0221,-0.0227
0.1115,0.0702,0.0360,0.0364,0.0479,0.0783,0.1256,0.1759,0.1920,0.1796,0.1831,0.2103,0.1676,0.1461,0.1455,0.5285,0.5453,0.5991,0.5827,0.5574,-0.2317,-0.2112,-0.1646,-0.1190,-0.1666,-0.1930,-0.2222,-0.2054,-0.1601,-0.1025,-0.0271,0.0508,0.1376,0.1013,0.0941,0.1186,0.0720,0.0535,0.0619,0.4812,0.4776,0.4944,0.4811,0.4604,-0.2430,-0.1941,-0.0933,-0.0669
0.1130,0.0789,0.0356,0.0314,0.0420,0.0646,0.1168,0.1724,0.2099,0.1840,0.1848,0.2200,0.1645,0.1437,0.1511,0.5804,0.6038,0.6261,0.6143,0.6012,-0.2357,-0.1962,-0.1447,-0.1024,-0.1528,-0.1611,-0.1682,-0.1759,-0.1594,-0.1337,-0.0797,-0.0268,0.1066,0.0567,0.0451,0.0774,0.0214,0.0017,-0.0060,0.4253,0.4603,0.4947,0.4674,0.4581,-0.2994,-0.2166,-0.1623,-0.1602
0.1694,0.1091,0.0419,0.0492,0.0509,0.0740,0.1134,0.1486,0.1934,0.1626,0.1535,0.1892,0.1440,0.1241,0.1464,0.5719,0.5869,0.6317,0.6123,0.6008,-0.2364,-0.1863,-0.1389,-0.0702,-0.1664,-0.1414,-0.1838,-0.1537,-0.1553,-0.1381,-0.0874,-0.0356,0.1311,0.0906,0.0681,0.0963,0.0450,0.0324,0.0433,0.5166,0.5520,0.6037,0.5950,0.5450,-0.2303,-0.2107,-0.1622,-0.1578
